drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
pf 562271,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,1,GSE134781_hetX753_v_WT,0.0233,0.0247,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,pf 562271,False
malonoben,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,1,GSE134781_hetX753_v_WT,0.02275,0.0263,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,malonoben,False
kin001 043,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0219,0.0219,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,kin001 043,False
px12,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0219,0.0219,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,px12,False
rg 108,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0219,0.0219,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,rg 108,False
withaferin a,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0219,0.0219,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,withaferin a,False
bl 081,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134780_HH_v_WT_muscle,0.0214,0.0214,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,bl 081,False
"nf kb activation inhibitor ii, jsh 23",0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134780_HH_v_WT_muscle,0.0214,0.0214,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,"nf kb activation inhibitor ii, jsh 23",False
s1053,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134780_HH_v_WT_muscle,0.0214,0.0214,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,s1053,False
vu0418934 2,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134780_HH_v_WT_muscle,0.0214,0.0214,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,vu0418934 2,False
gr 127935,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0192,0.0192,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,gr 127935,False
lylamine,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",1,1,GSE134781_hetX753_v_WT,0.0192,0.0192,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,lylamine,False
ivermectin,1,1,0,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,0.0015170234397254,0.0658300652257778,0.0001081991823715,0.0056779408144486,0.9998966901605888,1.0,2.819,2.819,3.76,3.76,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ivermectin,True
bosutinib,6,4,0,0,0,GSE22206_case_v_control,,,1,0.001614874682903,0.0687635038320012,0.0457603959429884,1.0,0.0076484424739371,0.1424076516595889,0.465,2.792,0.301,1.786,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bosutinib,True
tamoxifen,6,4,0,0,0,GSE22206_case_v_control,,,1,0.0056665326978867,0.1887424722801762,0.2294637325312549,1.0,0.0038079399182504,0.2222178275127099,0.425,2.247,0.73,1.485,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,tamoxifen,True
vinblastine,8,3,0,1,0,GSE134780_HH_v_WT_fat,GSE22206_fibro_case_v_control,,1,0.007156578629606,1.0,0.0001602486769357,0.0921830514072769,1.4997606865687826e-09,3.093419433514046e-07,0.268,2.145,1.162,6.823,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,vinblastine,True
valrubicin,1,1,0,0,0,GSE22206_case_v_control,,,1,0.0073124534975572,0.2263626006595662,0.013071135476723,0.3729362724516166,0.9999999999996816,1.0,2.136,2.136,3.073,3.073,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,valrubicin,True
irinotecan,2,2,0,0,0,GSE22206_case_v_control,,,1,0.0074219431232292,0.2263626006595662,0.0424414695582258,0.9975955839389236,0.9999999999998844,1.0,1.065,2.129,1.191,2.383,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,irinotecan,True
nelfinavir,1,1,0,0,0,GSE22206_case_v_control,,,1,0.0102608534003714,0.2995164593871051,0.025806918458345,0.6506515251536928,0.9990913332821671,1.0,1.989,1.989,2.188,2.188,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,nelfinavir,True
midostaurin,4,3,0,0,0,GSE22206_case_v_control,,,1,0.0103503560413209,0.2995164593871051,0.0683371390346719,1.0,0.0153252946515615,0.393971432020523,0.498,1.985,1.125,2.297,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,midostaurin,True
digitoxin,5,4,0,1,0,GSE22206_case_v_control,GSE22206_fibro_case_v_control,,1,0.0152356879866442,0.38530322067252,0.3104115552467907,1.0,0.0004447833501075,0.0178287512633517,0.363,1.817,0.292,1.422,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,digitoxin,True
paroxetine,2,2,0,0,0,GSE22206_case_v_control,,,1,0.0152330841000035,0.38530322067252,0.3051405282553744,1.0,0.9999999999997766,1.0,0.909,1.817,0.716,1.431,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,paroxetine,True
everolimus,11,5,0,3,1,GSE134780_HH_v_WT_fat,GSE22206_LCL_case_v_control;GSE22206_case_v_control;GSE22206_fibro_case_v_control,GSE22206_case_v_control,1,0.0154313035165776,1.0,1.1409501009410378e-05,0.0007462475080502,3.1372285610892255e-10,6.441300641109106e-08,0.167,1.812,0.727,2.808,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,APPROVED_MEDICATION,FDA; EMA,mTORC1 inhibitor; paediatric-approved for TSC-SEGA,MTORC1/autophagy via FKBP1A,Tier2-AUTOPHAGY,True,track2_candidates,mechanism_ok,REJECT,no_significant_fdr_lincs_signal,everolimus,True
daunorubicin,6,3,0,0,0,GSE22206_case_v_control,,,1,0.0191928091406626,0.4656835895258638,0.6083971391844993,1.0,0.0038187881677232,0.2179454905769217,0.286,1.717,0.252,1.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,daunorubicin,True
bortezomib,13,6,0,5,0,GSE134780_HH_v_WT_fat,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat;GSE22206_LCL_case_v_control;GSE22206_case_v_control;GSE22206_fibro_case_v_control,,1,0.0268766807653709,1.0,0.4163283008138326,1.0,2.5774413914388838e-27,1.425067345326559e-23,0.192,1.571,0.196,1.041,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,bortezomib,True
amitriptyline,3,2,0,0,0,GSE22206_case_v_control,,,1,0.0305138615139889,0.6294181503055933,0.2253040605635335,1.0,0.0150748671441437,0.2620267381293468,0.505,1.516,0.578,1.705,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amitriptyline,True
mycophenolate mofetil,2,2,0,0,0,GSE22206_case_v_control,,,1,0.0308268490571019,0.6294181503055933,0.6638520381368288,1.0,0.9999999999996684,1.0,0.756,1.511,0.487,0.975,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,mycophenolate mofetil,True
atorvastatin,7,5,0,0,0,GSE22206_case_v_control,,,1,0.0346376459814336,0.6904011632148961,0.3527616994261899,1.0,0.0154030567835965,0.3816574455090226,0.346,1.46,0.391,1.349,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,atorvastatin,True
simvastatin,9,5,0,0,0,GSE22206_case_v_control,,,1,0.0347357422234609,0.6904011632148961,0.1998288327504761,1.0,0.0018994338975489,0.1069066739483911,0.163,1.459,0.331,1.587,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,simvastatin,True
raloxifene,12,4,0,0,0,,,,0,0.0540817795525507,1.0,0.65212045300635,1.0,0.0019050173761259,0.0798066252291616,0.121,1.267,0.209,0.977,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,raloxifene,True
temsirolimus,5,4,0,0,0,,,,0,0.0615011532291375,1.0,0.2404680811239447,1.0,0.0037416739743933,0.1686728570067411,0.242,1.211,0.448,1.497,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,APPROVED_MEDICATION,,FK506-binding protein 1A inhibitor,FK506-binding protein 1A inhibitor,,True,chembl_axis_approved,mechanism_ok,REJECT,no_significant_fdr_lincs_signal,temsirolimus,True
gdc 0199,9,5,0,0,0,,,,0,0.061913541228312,1.0,0.118656277229213,1.0,0.0018908787761269,0.0601157311249586,0.23,1.208,0.508,1.844,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,gdc 0199,True
ibrutinib,11,6,0,3,0,,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control;GSE22206_case_v_control,,0,0.0622050564782234,1.0,0.0188393562333082,1.0,2.1469975076314866e-07,0.0001643679949056,0.124,1.206,0.394,1.921,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ibrutinib,True
auranofin,2,2,0,0,0,,,,0,0.1075994395107004,1.0,0.0869482589439808,1.0,0.9849608852558902,1.0,0.484,0.968,1.077,2.154,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,auranofin,True
diltiazem,5,3,0,0,0,,,,0,0.1082624623221629,1.0,0.0736995477316326,1.0,0.0075553680142326,0.2954509069526003,0.193,0.966,0.537,2.252,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,diltiazem,True
amlodipine,5,3,0,0,0,,,,0,0.1085723465935721,1.0,0.1118522533559445,1.0,0.0076264953547475,0.3105094554827977,0.253,0.964,0.605,1.874,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amlodipine,True
fostamatinib,10,4,0,2,0,,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control,,0,0.1089886676606061,1.0,0.0381642650000463,1.0,7.075810901662588e-06,0.0027850535820093,0.103,0.963,0.692,2.163,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,fostamatinib,True
nilotinib,7,4,0,0,0,,,,0,0.1088024228930414,1.0,0.2935511713369392,1.0,0.0018964021032939,0.0601157311249586,0.164,0.963,0.401,1.452,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,nilotinib,True
menadione,2,1,0,0,0,,,,0,0.1427431004832247,1.0,0.0651082690890914,1.0,0.0306864389257809,0.6189753487724887,0.423,0.845,1.115,2.023,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,menadione,True
calcitriol,9,5,0,0,0,,,,0,0.1709491383469779,1.0,0.0905555744893732,1.0,0.0038246598916923,0.1025229969748959,0.086,0.767,0.424,1.726,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,calcitriol,True
lonafarnib,1,1,0,0,0,,,,0,0.186337206289558,1.0,0.395002892023269,1.0,0.9693281578767378,1.0,0.73,0.73,1.335,1.335,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,lonafarnib,True
cyt 387,5,3,0,0,0,,,,0,0.1866877832478332,1.0,0.7014036732756316,1.0,0.0076010899292968,0.3220767539252558,0.146,0.729,0.263,0.932,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cyt 387,True
nintedanib,1,1,0,0,0,,,,0,0.1865465277049949,1.0,0.5641559778012856,1.0,0.9692245576114208,1.0,0.729,0.729,1.094,1.094,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,nintedanib,True
pazopanib,11,5,0,3,0,,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control;GSE22206_case_v_control,,0,0.2260014102146577,1.0,0.3317687108523844,1.0,5.732853738277141e-05,0.0066899032607263,0.065,0.646,0.416,1.217,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,pazopanib,True
methazolamide,4,2,0,0,0,,,,0,0.3424183024589924,1.0,0.0064051991018093,0.7558134940135043,0.8926112180211809,1.0,0.116,0.465,1.01,4.039,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,methazolamide,True
imatinib,10,4,0,2,0,,GSE22206_LCL_case_v_control;GSE22206_fibro_case_v_control,,0,0.3434713137150811,1.0,0.3673978531577641,1.0,0.0002347049831972,0.0304496875052413,0.059,0.464,0.228,1.232,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,imatinib,True
indinavir,5,4,0,0,0,,,,0,0.5000000000000945,1.0,0.3119651485982995,1.0,0.015335654379945,0.32506395565543,0.06,0.301,0.398,1.49,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,indinavir,True
salmeterol,3,3,0,0,0,,,,0,0.4999999999999493,1.0,0.1663541565156237,1.0,0.0037349742394666,0.0874030505375287,0.1,0.301,0.64,1.908,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,salmeterol,False
thalidomide,8,3,0,1,0,,GSE22206_fibro_case_v_control,,0,0.5000000000003234,1.0,0.3493828385888195,1.0,0.0009256517413519,0.0304496875052413,0.039,0.301,0.368,1.416,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; pediatric_safety_contraindication; no_significant_fdr_lincs_signal,thalidomide,True
trilostane,4,2,0,0,0,,,,0,0.4999999999998708,1.0,0.0059275400405005,1.0,0.0072901723849175,0.3105094554827977,0.079,0.301,2.338,4.93,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,trilostane,False
crizotinib,10,4,0,2,0,,GSE134780_HH_v_WT_fat;GSE22206_fibro_case_v_control,,0,0.6233746509308811,1.0,0.860047795739165,1.0,0.0001170872174887,0.0064148720702016,0.026,0.205,0.197,0.752,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,crizotinib,True
olaparib,10,5,0,2,0,,GSE22206_LCL_case_v_control;GSE22206_fibro_case_v_control,,0,0.6369932170116209,1.0,0.4428215959547943,1.0,1.4362568643397844e-05,0.0046550229873887,0.039,0.196,0.26,1.168,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,olaparib,True
valproic acid,11,4,0,3,0,,GSE22206_LCL_case_v_control;GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.6566824269334199,1.0,0.3801018394315685,1.0,1.3643506446282504e-05,0.0026192685128304,0.017,0.183,0.342,1.307,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,valproic acid,True
pentoxifylline,2,2,0,0,0,,,,0,0.6569538319951718,1.0,0.0378201889555115,1.0,0.0152762386128819,0.32506395565543,0.091,0.182,1.344,2.678,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,pentoxifylline,False
estradiol,13,6,0,3,0,,GSE134780_HH_v_WT_fat;GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.6973767550522583,1.0,0.1180477825428885,1.0,5.7594964612917e-09,9.291301969876646e-07,0.012,0.157,0.376,1.466,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,estradiol,True
dacomitinib,1,1,0,0,0,,,,0,0.7476700261175364,1.0,0.0028492258512603,0.456648759622519,0.5000000000002951,1.0,0.126,0.126,3.331,3.331,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dacomitinib,False
azd 5363,9,4,0,2,0,,GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.7743980559071527,1.0,0.4815148603518444,1.0,1.32330098889545e-05,0.001030577683938,0.012,0.111,0.311,1.145,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azd 5363,True
troglitazone,13,5,0,3,0,,GSE134780_HH_v_WT_fat;GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.7738137902952938,1.0,0.2775272761776247,1.0,5.245642295264172e-08,2.132728281760262e-05,0.013,0.111,0.3,1.321,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,troglitazone,True
colchicine,6,2,0,2,0,,GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.7758083848138462,1.0,0.0154535051199667,0.512720488147876,3.533368007286477e-17,1.5960223288913014e-14,0.018,0.11,1.041,2.841,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,colchicine,True
phentolamine,3,2,0,0,0,,,,0,0.7756911396482047,1.0,0.0017138030673284,0.3943460857922826,0.030402000671871,0.4957283825652637,0.037,0.11,1.609,4.52,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,phentolamine,False
chloroquine,3,1,0,0,0,,,,0,0.8136091419220776,1.0,0.4336909771145131,1.0,0.0306983762712074,0.5969268526676671,0.03,0.09,0.647,1.274,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chloroquine,True
cimetidine,2,2,0,0,0,,,,0,0.8136091419220776,1.0,0.1205685022415863,1.0,0.0152123861023228,0.393971432020523,0.045,0.09,1.089,2.132,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cimetidine,True
haloperidol,3,2,0,0,0,,,,0,0.8136542042390487,1.0,0.0506342362347048,1.0,0.0075131463648777,0.3220767539252558,0.03,0.09,1.015,2.791,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,haloperidol,True
hydrocortisone,2,2,0,0,0,,,,0,0.813462280384012,1.0,0.0923333065277158,1.0,0.4999999999999276,1.0,0.09,0.09,2.087,2.325,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,hydrocortisone,False
lenalidomide,8,4,0,2,0,,GSE22206_case_v_control;GSE22206_fibro_case_v_control,,0,0.8134419759809005,1.0,0.0987290448086877,1.0,2.5974703276430377e-05,0.0032849951914877,0.011,0.09,0.61,2.276,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; pediatric_safety_contraindication; no_significant_fdr_lincs_signal,lenalidomide,True
dipyridamole,2,1,0,0,0,,,,0,0.8141212792374901,1.0,0.0342412060604446,1.0,0.4999999999999548,1.0,0.045,0.089,1.561,3.123,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dipyridamole,False
